surface,operation,name,handler,file,line,schema
MCP_STATIC,TOOL,bhm_batch_delete_memories,bhm_batch_delete_memories,src/blackholememory/bhm_mcp.py,1351,n/a
MCP_STATIC,TOOL,bhm_batch_link_memories,bhm_batch_link_memories,src/blackholememory/bhm_mcp.py,1356,n/a
MCP_STATIC,TOOL,bhm_batch_unlink_memories,bhm_batch_unlink_memories,src/blackholememory/bhm_mcp.py,1361,n/a
MCP_STATIC,TOOL,bhm_repair_live_indexes,bhm_repair_live_indexes,src/blackholememory/bhm_mcp.py,1366,n/a
MCP_STATIC,TOOL,bhm_integrity_audit,bhm_integrity_audit,src/blackholememory/bhm_mcp.py,1371,n/a
MCP_STATIC,TOOL,bhm_memory_diff,bhm_memory_diff,src/blackholememory/bhm_mcp.py,1376,n/a
MCP_STATIC,TOOL,bhm_rebuild_project_summary,bhm_rebuild_project_summary,src/blackholememory/bhm_mcp.py,1381,n/a
MCP_STATIC,TOOL,bhm_project_summary_get,bhm_project_summary_get,src/blackholememory/bhm_mcp.py,1386,n/a
MCP_STATIC,TOOL,bhm_project_summary_pin,bhm_project_summary_pin,src/blackholememory/bhm_mcp.py,1391,n/a
MCP_STATIC,TOOL,bhm_project_summary_list,bhm_project_summary_list,src/blackholememory/bhm_mcp.py,1396,n/a
MCP_STATIC,TOOL,bhm_artifact_integrity_audit,bhm_artifact_integrity_audit,src/blackholememory/bhm_mcp.py,1401,n/a
MCP_STATIC,TOOL,bhm_entity_extract,bhm_entity_extract,src/blackholememory/bhm_mcp.py,1406,n/a
MCP_STATIC,TOOL,bhm_relation_suggest,bhm_relation_suggest,src/blackholememory/bhm_mcp.py,1411,n/a
MCP_STATIC,TOOL,bhm_memory_compact,bhm_memory_compact,src/blackholememory/bhm_mcp.py,1416,n/a
MCP_STATIC,TOOL,bhm_link_graph_stats,bhm_link_graph_stats,src/blackholememory/bhm_mcp.py,1421,n/a
MCP_STATIC,TOOL,bhm_reindex_memory_metadata,bhm_reindex_memory_metadata,src/blackholememory/bhm_mcp.py,1426,n/a
MCP_STATIC,TOOL,bhm_memory_schema_validate,bhm_memory_schema_validate,src/blackholememory/bhm_mcp.py,1431,n/a
MCP_STATIC,TOOL,bhm_memory_type_migrate,bhm_memory_type_migrate,src/blackholememory/bhm_mcp.py,1436,n/a
MCP_STATIC,TOOL,bhm_search_hybrid,bhm_search_hybrid,src/blackholememory/bhm_mcp.py,1441,n/a
MCP_STATIC,TOOL,bhm_search_by_source_ref,bhm_search_by_source_ref,src/blackholememory/bhm_mcp.py,1469,n/a
MCP_STATIC,TOOL,bhm_search_by_upsert_key,bhm_search_by_upsert_key,src/blackholememory/bhm_mcp.py,1474,n/a
MCP_STATIC,TOOL,bhm_list_archived_memories,bhm_list_archived_memories,src/blackholememory/bhm_mcp.py,1479,n/a
MCP_STATIC,TOOL,bhm_memory_restore_batch,bhm_memory_restore_batch,src/blackholememory/bhm_mcp.py,1487,n/a
MCP_STATIC,TOOL,bhm_artifact_restore,bhm_artifact_restore,src/blackholememory/bhm_mcp.py,1492,n/a
MCP_STATIC,TOOL,bhm_orphan_artifact_relink,bhm_orphan_artifact_relink,src/blackholememory/bhm_mcp.py,1497,n/a
MCP_STATIC,TOOL,bhm_memory_staleness_report,bhm_memory_staleness_report,src/blackholememory/bhm_mcp.py,1502,n/a
MCP_STATIC,TOOL,bhm_memory_review_queue,bhm_memory_review_queue,src/blackholememory/bhm_mcp.py,1507,n/a
MCP_STATIC,TOOL,bhm_memory_triage_queue,bhm_memory_triage_queue,src/blackholememory/bhm_mcp.py,1515,n/a
MCP_STATIC,TOOL,bhm_project_summary_refresh_all,bhm_project_summary_refresh_all,src/blackholememory/bhm_mcp.py,1520,n/a
MCP_STATIC,TOOL,bhm_relation_apply_suggestions,bhm_relation_apply_suggestions,src/blackholememory/bhm_mcp.py,1525,n/a
MCP_STATIC,TOOL,bhm_memory_merge_preview,bhm_memory_merge_preview,src/blackholememory/bhm_mcp.py,1530,n/a
MCP_STATIC,TOOL,bhm_schema_upgrade_all,bhm_schema_upgrade_all,src/blackholememory/bhm_mcp.py,1535,n/a
MCP_STATIC,TOOL,bhm_memory_redact,bhm_memory_redact,src/blackholememory/bhm_mcp.py,1540,n/a
MCP_STATIC,TOOL,bhm_secret_scan_existing_memories,bhm_secret_scan_existing_memories,src/blackholememory/bhm_mcp.py,1545,n/a
MCP_STATIC,TOOL,bhm_agent_activity_rollup,bhm_agent_activity_rollup,src/blackholememory/bhm_mcp.py,1550,n/a
MCP_STATIC,TOOL,bhm_project_memory_heatmap,bhm_project_memory_heatmap,src/blackholememory/bhm_mcp.py,1555,n/a
MCP_STATIC,TOOL,bhm_relation_confidence_set,bhm_relation_confidence_set,src/blackholememory/bhm_mcp.py,1560,n/a
MCP_STATIC,TOOL,bhm_relation_vote_quality,bhm_relation_vote_quality,src/blackholememory/bhm_mcp.py,1565,n/a
MCP_STATIC,TOOL,bhm_memory_alias_add,bhm_memory_alias_add,src/blackholememory/bhm_mcp.py,1570,n/a
